Date,Open,High,Low,Close,Volume
2019-07-22,59.1,60.28,30.0,50.2,41500370
2019-07-23,40.16,47.5,40.01,43.89,16246441
2019-07-24,43.9,46.97,43.9,46.72,15037043
2019-07-25,48.0,51.32,47.62,49.07,19287488
2019-07-26,48.2,48.2,45.05,45.23,12375178
2019-07-29,45.97,50.2,45.78,50.2,15503169
2019-07-30,50.7,51.75,48.66,50.41,17942122
2019-07-31,50.8,52.88,49.82,51.93,15872475
2019-08-01,52.5,57.7,52.03,57.6,22384236
2019-08-02,62.0,69.12,60.88,69.12,29420620
2019-08-05,73.0,75.25,67.5,72.15,27739479
2019-08-06,68.0,74.56,59.77,62.98,28111063
2019-08-07,65.0,66.0,60.8,65.5,16748959
2019-08-08,66.0,70.5,63.18,63.5,18205137
2019-08-09,63.77,64.0,58.88,59.51,14516814
2019-08-12,59.5,60.02,53.98,56.5,12398359
2019-08-13,56.0,58.5,55.3,58.46,11565889
2019-08-14,59.88,60.18,58.01,58.59,10698291
2019-08-15,56.4,59.61,56.02,59.07,8695849
2019-08-16,59.58,60.22,58.06,58.84,9320979
2019-08-19,58.94,60.13,57.01,59.7,10011671
2019-08-20,59.23,59.66,57.75,57.77,7203429
2019-08-21,57.36,57.55,52.0,52.27,12240644
2019-08-22,52.27,53.16,50.35,51.15,6606231
2019-08-23,51.43,51.88,45.56,47.76,10476325
2019-08-26,47.15,49.0,47.15,48.46,5737876
2019-08-27,48.77,49.24,47.4,48.95,5319330
2019-08-28,48.68,49.6,47.37,47.45,5837428
2019-08-29,47.11,48.56,45.28,48.11,7592065
2019-08-30,48.32,49.7,47.65,48.69,7600253
2019-09-02,49.55,49.88,48.5,49.43,5466231
2019-09-03,49.21,54.62,48.7,53.38,11166886
2019-09-04,53.3,55.2,51.71,52.12,8590130
2019-09-05,53.05,54.2,52.38,53.54,7811049
2019-09-06,52.9,53.78,50.53,50.69,7172819
2019-09-09,51.44,51.75,50.33,51.22,4694309
2019-09-10,51.21,52.9,51.1,51.89,5291779
2019-09-11,51.5,52.67,51.01,52.25,4934111
2019-09-12,52.2,52.38,49.36,50.01,6389002
2019-09-16,50.05,50.55,49.45,49.88,3001088
2019-09-17,49.52,50.07,48.01,48.09,3152363
2019-09-18,48.76,48.76,46.3,47.03,3783218
2019-09-19,46.95,48.96,46.6,47.86,3802561
2019-09-20,47.61,48.29,47.29,47.91,2334833
2019-09-23,47.69,47.99,46.88,47.17,2519499
2019-09-24,47.17,49.24,47.0,49.08,5593885
2019-09-25,49.33,49.8,47.01,47.35,3761083
2019-09-26,47.4,47.98,43.0,43.11,5066995
2019-09-27,43.11,44.5,42.64,43.5,2732893
2019-09-30,43.32,43.32,40.5,40.67,3491821
2019-10-08,40.25,40.78,38.25,38.52,2970772
2019-10-09,38.8,40.4,38.34,39.85,2681431
2019-10-10,40.18,40.33,39.39,40.03,2375667
2019-10-11,40.01,40.22,39.38,39.4,1861096
2019-10-14,39.59,40.64,39.2,40.39,2425319
2019-10-15,40.08,40.65,39.35,39.5,1717041
2019-10-16,39.51,39.84,37.91,37.95,2536318
2019-10-17,37.71,39.08,37.71,38.18,2595741
2019-10-18,38.41,40.28,38.25,39.21,3708327
2019-10-21,38.83,38.95,36.75,37.54,2794779
2019-10-22,37.68,38.37,37.54,37.87,1742847
2019-10-23,37.9,41.0,37.88,40.3,4694762
2019-10-24,39.61,40.88,39.5,39.72,3826415
2019-10-25,39.66,39.87,38.08,38.78,2680957
2019-10-28,39.0,40.02,38.56,39.79,2457088
2019-10-29,40.4,42.32,39.95,39.96,5197228
2019-10-30,39.18,39.8,38.12,38.39,3104612
2019-10-31,38.5,38.75,36.36,36.49,3229289
2019-11-01,36.54,36.97,35.81,36.69,2295957
2019-11-04,37.0,37.48,36.38,36.51,2925854
2019-11-05,36.48,36.48,34.92,35.15,3270016
2019-11-06,35.17,35.69,34.56,34.56,2103123
2019-11-07,34.68,35.05,34.03,34.75,2352550
2019-11-08,34.87,35.67,34.8,34.99,2509440
2019-11-11,34.77,34.77,32.28,32.6,2964034
2019-11-12,32.82,33.07,32.42,32.8,1707100
2019-11-13,32.95,33.49,32.8,32.98,1985196
2019-11-14,32.98,34.15,32.55,33.82,2844274
2019-11-15,33.58,34.94,33.41,34.12,2788613
2019-11-18,34.12,34.57,33.51,33.84,1498258
2019-11-19,33.63,34.19,33.62,34.15,1381423
2019-11-20,34.29,34.3,32.59,32.85,2288150
2019-11-21,32.8,32.8,31.91,32.01,1739589
2019-11-22,32.29,32.66,31.72,32.05,1395870
2019-11-25,31.99,32.27,30.7,30.96,1382931
