date,open,close,high,low,volume
2026-01-21,0.73,0.74,0.74,0.73,0
2026-01-22,0.75,0.74,0.75,0.74,0
2026-01-23,0.75,0.75,0.75,0.74,0
2026-01-26,0.75,0.74,0.75,0.73,0
2026-01-27,0.74,0.74,0.74,0.73,0
2026-01-28,0.75,0.76,0.76,0.74,0
2026-01-29,0.75,0.75,0.76,0.75,0
2026-01-30,0.75,0.74,0.75,0.74,0
2026-02-02,0.73,0.71,0.73,0.71,0
2026-02-03,0.72,0.71,0.72,0.69,0
2026-02-04,0.7,0.7,0.7,0.69,0
2026-02-05,0.68,0.69,0.69,0.68,0
2026-02-06,0.68,0.69,0.69,0.68,0
2026-02-09,0.7,0.7,0.7,0.69,0
2026-02-10,0.7,0.7,0.71,0.7,0
2026-02-11,0.7,0.7,0.71,0.7,0
2026-02-12,0.7,0.69,0.7,0.69,0
2026-02-13,0.68,0.69,0.69,0.68,0
2026-02-24,0.68,0.67,0.68,0.67,0
2026-02-25,0.68,0.67,0.68,0.67,0
2026-02-26,0.67,0.65,0.67,0.65,0
2026-02-27,0.65,0.65,0.66,0.65,0
2026-03-02,0.64,0.64,0.65,0.63,0
2026-03-03,0.64,0.62,0.64,0.62,0
2026-03-04,0.62,0.61,0.63,0.61,0
2026-03-05,0.62,0.61,0.62,0.61,0
2026-03-06,0.61,0.63,0.63,0.61,0
2026-03-09,0.61,0.63,0.63,0.61,0
2026-03-10,0.64,0.64,0.64,0.63,0
2026-03-11,0.64,0.64,0.65,0.64,0
2026-03-12,0.64,0.64,0.65,0.63,0
2026-03-13,0.63,0.63,0.64,0.63,0
2026-03-16,0.64,0.65,0.65,0.63,0
2026-03-17,0.65,0.65,0.66,0.65,0
2026-03-18,0.65,0.65,0.65,0.64,0
2026-03-19,0.64,0.64,0.64,0.63,0
2026-03-20,0.63,0.62,0.64,0.62,0
2026-03-23,0.61,0.6,0.61,0.59,0
2026-03-24,0.61,0.61,0.61,0.6,0
2026-03-25,0.62,0.62,0.63,0.61,0
2026-03-26,0.62,0.61,0.62,0.61,0
2026-03-27,0.6,0.61,0.62,0.6,0
2026-03-30,0.59,0.6,0.6,0.59,0
2026-03-31,0.6,0.59,0.6,0.59,0
2026-04-01,0.6,0.61,0.61,0.6,0
2026-04-02,0.6,0.59,0.6,0.59,0
2026-04-03,0.59,0.59,0.6,0.59,0
2026-04-07,0.59,0.59,0.59,0.59,0
2026-04-08,0.61,0.62,0.62,0.61,0
2026-04-09,0.61,0.61,0.62,0.61,0
2026-04-10,0.61,0.61,0.62,0.61,0
2026-04-13,0.61,0.61,0.61,0.6,0
2026-04-14,0.62,0.61,0.62,0.61,0
2026-04-15,0.62,0.62,0.63,0.62,0
2026-04-16,0.63,0.64,0.64,0.62,0
2026-04-17,0.64,0.63,0.64,0.63,0
2026-04-20,0.64,0.64,0.64,0.63,0
2026-04-21,0.64,0.63,0.64,0.63,0
2026-04-22,0.63,0.63,0.63,0.62,0
2026-04-23,0.63,0.61,0.63,0.61,0
2026-04-24,0.61,0.62,0.62,0.6,0
2026-04-27,0.62,0.62,0.63,0.62,0
2026-04-28,0.62,0.61,0.62,0.61,0
2026-04-29,0.62,0.62,0.62,0.61,0
2026-04-30,0.61,0.62,0.62,0.61,0
2026-05-06,0.62,0.62,0.63,0.62,0
2026-05-07,0.64,0.64,0.64,0.64,0
2026-05-08,0.64,0.64,0.64,0.63,0
2026-05-11,0.64,0.64,0.64,0.63,0
2026-05-12,0.64,0.64,0.64,0.63,0
2026-05-13,0.63,0.64,0.64,0.63,0
2026-05-14,0.66,0.64,0.66,0.64,0
2026-05-15,0.63,0.62,0.63,0.62,0
2026-05-18,0.61,0.61,0.62,0.6,0
2026-05-19,0.61,0.61,0.61,0.6,0
2026-05-20,0.61,0.61,0.61,0.6,0
2026-05-21,0.62,0.6,0.62,0.6,0
2026-05-22,0.6,0.61,0.61,0.6,0
2026-05-25,0.61,0.61,0.61,0.6,0
2026-05-26,0.61,0.62,0.62,0.61,0
2026-05-27,0.62,0.61,0.62,0.61,0
2026-05-28,0.61,0.61,0.61,0.6,0
2026-05-29,0.61,0.61,0.62,0.61,0
2026-06-01,0.61,0.62,0.62,0.61,0
2026-06-02,0.62,0.64,0.64,0.62,0
2026-06-03,0.64,0.63,0.64,0.63,0
2026-06-04,0.62,0.62,0.62,0.62,0
2026-06-05,0.62,0.61,0.62,0.61,0
2026-06-08,0.6,0.59,0.6,0.59,0
2026-06-09,0.59,0.6,0.6,0.59,0
2026-06-10,0.59,0.59,0.6,0.58,0
2026-06-11,0.59,0.58,0.59,0.57,0
2026-06-12,0.59,0.59,0.59,0.58,0
2026-06-15,0.59,0.59,0.6,0.59,0
2026-06-16,0.59,0.58,0.59,0.58,0
2026-06-17,0.58,0.58,0.58,0.58,0
2026-06-18,0.58,0.57,0.58,0.57,0
2026-06-22,0.57,0.57,0.57,0.56,0
2026-06-23,0.57,0.55,0.57,0.55,0
2026-06-24,0.553,0.561,0.569,0.552,0
